Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDD36;13,3;LF;0.021306635;Baking Goods;1.198.124;OUT049;1999;Medium;Tier 1;Supermarket Type1;18961984
FDT56;16,0;Regular;0.116063284;Fruits and Vegetables;591.246;OUT018;2009;Medium;Tier 3;Supermarket Type2;7530198
FDP09;;low fat;0.059336763;Snack Foods;2.121.902;OUT019;1985;Small;Tier 1;Grocery Store;4247804
FDA33;6,5;Low Fat;0.034091649;Snack Foods;1.462.076;OUT017;2007;;Tier 2;Supermarket Type1;23649216
FDH14;;Regular;0.081955735;Canned;1.420.838;OUT019;1985;Small;Tier 1;Grocery Store;2809676
NCF18;;Low Fat;0.088551694;Household;1.915.504;OUT027;1985;Medium;Tier 3;Supermarket Type3;59442624
FDF59;12,5;Low Fat;0.071230537;Starchy Foods;128.102;OUT035;2004;Small;Tier 2;Supermarket Type1;885514
FDC29;8,4;reg;0.024185517;Frozen Foods;1.157.176;OUT013;1987;High;Tier 3;Supermarket Type1;13742112
FDD32;17,7;reg;0.041163522;Fruits and Vegetables;808.276;OUT017;2007;;Tier 2;Supermarket Type1;18682348
FDZ08;12,5;Regular;0;Fruits and Vegetables;808.592;OUT010;1998;;Tier 3;Grocery Store;825592
FDT21;;Low Fat;0;Snack Foods;2.488.092;OUT027;1985;Medium;Tier 3;Supermarket Type3;64742392
FDM33;15,6;Low Fat;0.087719692;Snack Foods;2.185.798;OUT046;1997;Small;Tier 1;Supermarket Type1;4407596
NCK07;10,7;Low Fat;0.048677482;Others;1.661.526;OUT035;2004;Small;Tier 2;Supermarket Type1;2466789
NCL41;12,4;Low Fat;0.041907648;Health and Hygiene;362.216;OUT018;2009;Medium;Tier 3;Supermarket Type2;346216
FDZ36;6035,0;Regular;0.065783783;Baking Goods;188.224;OUT046;1997;Small;Tier 1;Supermarket Type1;5779144
FDW51;6155,0;Regular;0.094807042;Meat;213.356;OUT049;1999;Medium;Tier 1;Supermarket Type1;3835008
FDS47;16,8;Low Fat;0.128778474;Breads;891.856;OUT013;1987;High;Tier 3;Supermarket Type1;15819408
FDV02;16,8;Low Fat;0.060668416;Dairy;1.724.106;OUT045;2002;;Tier 2;Supermarket Type1;29088802
NCU18;15,1;Low Fat;0.056067524;Household;1.398.496;OUT018;2009;Medium;Tier 3;Supermarket Type2;12703464
NCX17;21,3;Low Fat;0.114066204;Health and Hygiene;233.03;OUT018;2009;Medium;Tier 3;Supermarket Type2;5593
FDI12;9395,0;Regular;0.10039894;Baking Goods;896.856;OUT046;1997;Small;Tier 1;Supermarket Type1;878856
DRH51;17,6;Low Fat;0.097135675;Dairy;893.856;OUT013;1987;High;Tier 3;Supermarket Type1;1318284
NCP30;;Low Fat;0.032610007;Household;374.822;OUT027;1985;Medium;Tier 3;Supermarket Type3;9427728
FDG08;13,2;Regular;0.165616415;Fruits and Vegetables;1.726.764;OUT049;1999;Medium;Tier 1;Supermarket Type1;20613168
FDX35;5035,0;Regular;0;Breads;2.282.036;OUT046;1997;Small;Tier 1;Supermarket Type1;47817756
FDY26;;Regular;0.030362777;Dairy;2.105.244;OUT027;1985;Medium;Tier 3;Supermarket Type3;67751808
NCM43;;Low Fat;0.03409886;Others;162.621;OUT019;1985;Small;Tier 1;Grocery Store;815605
NCZ54;;Low Fat;0.145951533;Household;1.609.552;OUT019;1985;Small;Tier 1;Grocery Store;1624552
FDO16;5,5;Low Fat;0.015138834;Frozen Foods;81.925;OUT045;2002;;Tier 2;Supermarket Type1;3079325
FDR22;19,4;Regular;0.031069993;Snack Foods;1.120.544;OUT010;1998;;Tier 3;Grocery Store;2237088
FDJ16;9195,0;Low Fat;0.115535487;Frozen Foods;595.246;OUT017;2007;;Tier 2;Supermarket Type1;8109444
FDT47;5,3;Regular;0.02454694;Breads;957.068;OUT049;1999;Medium;Tier 1;Supermarket Type1;11664816
FDZ23;;Regular;0.067175915;Baking Goods;187.124;OUT027;1985;Medium;Tier 3;Supermarket Type3;3728
NCB31;6235,0;Low Fat;0.118674359;Household;261.691;OUT046;1997;Small;Tier 1;Supermarket Type1;3155892
FDM15;11,8;Regular;0.057421582;Meat;1.499.366;OUT046;1997;Small;Tier 1;Supermarket Type1;16625026
FDX27;20,7;Regular;0.114022125;Dairy;929.436;OUT013;1987;High;Tier 3;Supermarket Type1;21745028
NCS54;13,6;LF;0.010033871;Household;177.937;OUT018;2009;Medium;Tier 3;Supermarket Type2;2293681
NCJ30;5,8;low fat;0.080765853;Household;169.179;OUT049;1999;Medium;Tier 1;Supermarket Type1;2037348
FDD58;7,8;Low Fat;0.05930285;Snack Foods;98.77;OUT013;1987;High;Tier 3;Supermarket Type1;1698
DRJ23;18,4;Low Fat;0.041753387;Hard Drinks;1.876.872;OUT045;2002;;Tier 2;Supermarket Type1;2836308
FDS14;7285,0;Low Fat;0.050065211;Dairy;1.574.288;OUT045;2002;;Tier 2;Supermarket Type1;20426744
FDR27;15,1;Regular;0.096020459;Meat;1.337.942;OUT013;1987;High;Tier 3;Supermarket Type1;23848956
FDT49;7,0;Low Fat;0.15202235;Canned;106.628;OUT018;2009;Medium;Tier 3;Supermarket Type2;639168
FDX26;;Low Fat;0.087383304;Dairy;1.804.292;OUT027;1985;Medium;Tier 3;Supermarket Type3;40134424
NCW53;18,4;Low Fat;0.03066757;Health and Hygiene;1.934.162;OUT017;2007;;Tier 2;Supermarket Type1;21165782
FDS19;13,8;Regular;0;Fruits and Vegetables;743.012;OUT045;2002;;Tier 2;Supermarket Type1;16698264
DRF15;18,4;Low Fat;0.03321399;Dairy;154.934;OUT046;1997;Small;Tier 1;Supermarket Type1;1225072
DRH01;;Low Fat;0.097429924;Soft Drinks;1.728.738;OUT027;1985;Medium;Tier 3;Supermarket Type3;36492498
FDJ12;8895,0;Regular;0.039120291;Baking Goods;2.068.296;OUT045;2002;;Tier 2;Supermarket Type1;4154592
NCE42;;Low Fat;0.01055095;Household;2.349.958;OUT027;1985;Medium;Tier 3;Supermarket Type3;130869648
DRL37;15,5;Low Fat;0.053480419;Soft Drinks;42.377;OUT045;2002;;Tier 2;Supermarket Type1;1211756
FDJ36;14,5;Regular;0.128520186;Baking Goods;1.014.332;OUT045;2002;;Tier 2;Supermarket Type1;19481308
NCH18;;Low Fat;0.044444956;Household;2.452.802;OUT027;1985;Medium;Tier 3;Supermarket Type3;100728882
DRI11;8,3;Low Fat;0.034544435;Hard Drinks;1.160.834;OUT018;2009;Medium;Tier 3;Supermarket Type2;12670174
NCO17;10,0;Low Fat;0.073678663;Health and Hygiene;120.944;OUT018;2009;Medium;Tier 3;Supermarket Type2;2037348
FDS49;9,0;Low Fat;0.079668739;Canned;796.644;OUT018;2009;Medium;Tier 3;Supermarket Type2;1571288
FDX43;5655,0;Low Fat;0.085447928;Fruits and Vegetables;165.85;OUT045;2002;;Tier 2;Supermarket Type1;1831
NCS17;18,6;Low Fat;0.080434451;Health and Hygiene;934.436;OUT013;1987;High;Tier 3;Supermarket Type1;17017848
NCC42;15,0;Low Fat;0.044978225;Health and Hygiene;1.408.838;OUT049;1999;Medium;Tier 1;Supermarket Type1;22477408
NCM26;20,5;Low Fat;0.023190134;Others;153.434;OUT045;2002;;Tier 2;Supermarket Type1;3981484
FDU32;8785,0;Low Fat;0.025967624;Fruits and Vegetables;1.199.414;OUT046;1997;Small;Tier 1;Supermarket Type1;14620968
FDU19;8,8;reg;0.046962004;Fruits and Vegetables;1.738.422;OUT018;2009;Medium;Tier 3;Supermarket Type2;3448844
NCM53;18,8;Low Fat;0.05233528;Health and Hygiene;108.128;OUT017;2007;;Tier 2;Supermarket Type1;1065
FDG32;19,9;Low Fat;0.17635245;Fruits and Vegetables;2.208.772;OUT045;2002;;Tier 2;Supermarket Type1;42251668
FDF04;17,5;LF;0.013692598;Frozen Foods;2.597.304;OUT018;2009;Medium;Tier 3;Supermarket Type2;36166256
NCN55;14,6;LF;0;Others;2.423.538;OUT035;2004;Small;Tier 2;Supermarket Type1;52877836
FDJ34;11,8;Regular;0.093655728;Snack Foods;1.271.704;OUT046;1997;Small;Tier 1;Supermarket Type1;30040896
FDT51;11,7;Regular;0.018275816;Meat;1.108.544;OUT010;1998;;Tier 3;Grocery Store;1118544
FDT01;13,7;Regular;0.184167712;Canned;2.137.902;OUT046;1997;Small;Tier 1;Supermarket Type1;12743412
FDV28;;Regular;0.158954903;Frozen Foods;349.558;OUT027;1985;Medium;Tier 3;Supermarket Type3;11205414
FDD02;16,6;Low Fat;0.050392993;Canned;1.184.124;OUT045;2002;;Tier 2;Supermarket Type1;31998348
FDW48;18,0;Low Fat;0.008558144;Baking Goods;790.618;OUT045;2002;;Tier 2;Supermarket Type1;1208427
FDF44;7,2;Regular;0.059820884;Fruits and Vegetables;1.303.968;OUT049;1999;Medium;Tier 1;Supermarket Type1;35234136
FDY14;10,3;LF;0.070149088;Dairy;2.645.226;OUT049;1999;Medium;Tier 1;Supermarket Type1;34361938
FDU59;;Low Fat;0.095919472;Breads;1.626.552;OUT027;1985;Medium;Tier 3;Supermarket Type3;5685932
FDQ10;;Low Fat;0.058092551;Snack Foods;1.720.422;OUT019;1985;Small;Tier 1;Grocery Store;5173266
FDV21;11,5;Low Fat;0.286357776;Snack Foods;1.239.704;OUT010;1998;;Tier 3;Grocery Store;3755112
FDQ36;7855,0;Regular;0.161798604;Baking Goods;372.848;OUT049;1999;Medium;Tier 1;Supermarket Type1;745696
FDH12;;Low Fat;0.148742896;Baking Goods;107.128;OUT019;1985;Small;Tier 1;Grocery Store;319584
FDV40;17,4;Low Fat;0;Frozen Foods;722.038;OUT017;2007;;Tier 2;Supermarket Type1;8868456
NCF07;9,0;Low Fat;0.032022535;Household;1.018.016;OUT046;1997;Small;Tier 1;Supermarket Type1;17204272
FDA08;;Regular;0.049842613;Fruits and Vegetables;1.642.526;OUT027;1985;Medium;Tier 3;Supermarket Type3;39468624
FDP33;;Low Fat;0.156304192;Snack Foods;2.563.672;OUT019;1985;Small;Tier 1;Grocery Store;2556672
FDS27;10195,0;Regular;0.012458143;Meat;196.311;OUT046;1997;Small;Tier 1;Supermarket Type1;589233
DRD60;15,7;Low Fat;0.037201127;Soft Drinks;1.817.634;OUT013;1987;High;Tier 3;Supermarket Type1;25446876
FDM28;15,7;Low Fat;0.045274134;Frozen Foods;177.966;OUT049;1999;Medium;Tier 1;Supermarket Type1;3415554
NCU54;8,9;Low Fat;0.098603729;Household;210.727;OUT035;2004;Small;Tier 2;Supermarket Type1;4195
NCX05;15,2;LF;0.097457483;Health and Hygiene;1.144.492;OUT018;2009;Medium;Tier 3;Supermarket Type2;579246
FDX59;10195,0;Low Fat;0.051661272;Breads;333.558;OUT046;1997;Small;Tier 1;Supermarket Type1;848895
FDE10;6,7;Regular;0;Snack Foods;1.330.626;OUT049;1999;Medium;Tier 1;Supermarket Type1;15739512
FDW16;;Regular;0.041273391;Frozen Foods;916.804;OUT027;1985;Medium;Tier 3;Supermarket Type3;38589768
FDW07;;Regular;0.141997869;Fruits and Vegetables;905.514;OUT027;1985;Medium;Tier 3;Supermarket Type3;20366822
FDG38;8975,0;Regular;0;Canned;849.224;OUT018;2009;Medium;Tier 3;Supermarket Type2;1278336
DRC27;13,8;Low Fat;0.058339153;Dairy;2.462.802;OUT018;2009;Medium;Tier 3;Supermarket Type2;1228401
FDT43;16,4;Low Fat;0.020544065;Fruits and Vegetables;499.324;OUT035;2004;Small;Tier 2;Supermarket Type1;259662
FDR44;6,1;Regular;0.103503049;Fruits and Vegetables;1.296.968;OUT017;2007;;Tier 2;Supermarket Type1;11744712
FDP26;7785,0;Low Fat;0.140342195;Dairy;1.056.306;OUT017;2007;;Tier 2;Supermarket Type1;6271836
NCE55;;Low Fat;0.12929931;Household;178.237;OUT027;1985;Medium;Tier 3;Supermarket Type3;7939665
FDU39;18,9;Low Fat;0.036031137;Meat;604.562;OUT035;2004;Small;Tier 2;Supermarket Type1;11258678
FDK27;;Low Fat;0.008903212;Meat;1.209.756;OUT027;1985;Medium;Tier 3;Supermarket Type3;27870388
FDP32;6,7;Low Fat;0.087669485;Fruits and Vegetables;1.272.678;OUT046;1997;Small;Tier 1;Supermarket Type1;24161882
NCW54;7,5;Low Fat;0;Household;592.588;OUT049;1999;Medium;Tier 1;Supermarket Type1;9161408
FDA36;5985,0;Low Fat;0.005661669;Baking Goods;1.865.924;OUT013;1987;High;Tier 3;Supermarket Type1;25912936
FDU24;6,8;Regular;0;Baking Goods;95.012;OUT049;1999;Medium;Tier 1;Supermarket Type1;2050664
FDX34;6195,0;Low Fat;0.07198553;Snack Foods;1.222.098;OUT046;1997;Small;Tier 1;Supermarket Type1;1205098
FDU27;18,6;Regular;0.17133418;Meat;488.376;OUT013;1987;High;Tier 3;Supermarket Type1;2876256
FDQ25;8,6;Regular;0.047329385;Canned;1.741.422;OUT010;1998;;Tier 3;Grocery Store;5173266
FDY01;11,8;Regular;0.170977155;Canned;1.170.834;OUT018;2009;Medium;Tier 3;Supermarket Type2;18429344
FDH27;7075,0;Low Fat;0.058298384;Dairy;1.458.128;OUT013;1987;High;Tier 3;Supermarket Type1;17257536
FDL10;8395,0;Low Fat;0.039715591;Snack Foods;1.001.042;OUT017;2007;;Tier 2;Supermarket Type1;12896546
FDL15;17,9;Low Fat;0.046824729;Meat;1.536.682;OUT018;2009;Medium;Tier 3;Supermarket Type2;18296184
FDT24;12,4;Regular;0.311090379;Baking Goods;792.328;OUT010;1998;;Tier 3;Grocery Store;1544656
NCN55;14,6;Low Fat;0.059611153;Others;2.383.538;OUT045;2002;;Tier 2;Supermarket Type1;21631842
FDZ59;;Regular;0.103517853;Baking Goods;164.95;OUT027;1985;Medium;Tier 3;Supermarket Type3;4161
FDM57;11,7;Regular;0.075834825;Snack Foods;829.908;OUT035;2004;Small;Tier 2;Supermarket Type1;1258362
FDD14;20,7;Low Fat;0.170072462;Canned;1.838.266;OUT049;1999;Medium;Tier 1;Supermarket Type1;1844266
FDU19;8,8;Regular;0;Fruits and Vegetables;1.736.422;OUT013;1987;High;Tier 3;Supermarket Type1;5173266
DRJ39;20,3;Low Fat;0.036399734;Dairy;2.193.482;OUT045;2002;;Tier 2;Supermarket Type1;83238316
FDI04;13,7;Regular;0.072912432;Frozen Foods;1.984.426;OUT046;1997;Small;Tier 1;Supermarket Type1;55367928
NCQ54;17,7;Low Fat;0.012567811;Household;1.684.474;OUT045;2002;;Tier 2;Supermarket Type1;23582636
FDW12;8315,0;Regular;0.035773394;Baking Goods;1.443.444;OUT017;2007;;Tier 2;Supermarket Type1;34834656
FDQ32;;Regular;0.046382793;Fruits and Vegetables;1.228.388;OUT027;1985;Medium;Tier 3;Supermarket Type3;29721312
DRG49;7,8;Low Fat;0.067836851;Soft Drinks;2.461.486;OUT017;2007;;Tier 2;Supermarket Type1;53756692
FDP58;11,1;Low Fat;0;Snack Foods;2.207.482;OUT049;1999;Medium;Tier 1;Supermarket Type1;4380964
FDD57;18,1;low fat;0.022434418;Fruits and Vegetables;962.094;OUT049;1999;Medium;Tier 1;Supermarket Type1;952094
DRG23;8,9;Low Fat;0.086764795;Hard Drinks;1.538.682;OUT035;2004;Small;Tier 2;Supermarket Type1;18296184
NCZ17;12,2;LF;0;Health and Hygiene;391.506;OUT017;2007;;Tier 2;Supermarket Type1;14800734
DRJ11;9,5;Low Fat;0.085437778;Hard Drinks;1.884.872;OUT018;2009;Medium;Tier 3;Supermarket Type2;35926568
FDG16;15,3;Low Fat;0.089998959;Frozen Foods;2.151.192;OUT045;2002;;Tier 2;Supermarket Type1;2157192
FDZ51;;Regular;0.054288646;Meat;966.094;OUT027;1985;Medium;Tier 3;Supermarket Type3;21898162
NCN43;12,2;Low Fat;0;Others;123.773;OUT046;1997;Small;Tier 1;Supermarket Type1;3325671
NCN30;16,4;LF;0.016993204;Household;95.741;OUT046;1997;Small;Tier 1;Supermarket Type1;965
FDP39;;Low Fat;0.06908877;Meat;523.324;OUT027;1985;Medium;Tier 3;Supermarket Type3;1298
FDP34;12,9;Low Fat;0.137441201;Snack Foods;157.663;OUT049;1999;Medium;Tier 1;Supermarket Type1;2659871
FDM44;12,5;Low Fat;0.051970788;Fruits and Vegetables;103.699;OUT010;1998;;Tier 3;Grocery Store;412796
FDC28;7905,0;Low Fat;0;Frozen Foods;1.091.254;OUT017;2007;;Tier 2;Supermarket Type1;1627881
DRC24;17,9;Low Fat;0.02492239;Soft Drinks;1.534.998;OUT018;2009;Medium;Tier 3;Supermarket Type2;29221962
FDN46;7,2;Regular;0.144924795;Snack Foods;1.008.332;OUT045;2002;;Tier 2;Supermarket Type1;1537998
NCN53;5175,0;LF;0.030349723;Health and Hygiene;370.874;OUT035;2004;Small;Tier 2;Supermarket Type1;4234488
FDY32;;Low Fat;0.226284381;Fruits and Vegetables;163.221;OUT019;1985;Small;Tier 1;Grocery Store;326242
NCW06;16,2;Low Fat;0.050625182;Household;1.931.162;OUT017;2007;;Tier 2;Supermarket Type1;25014106
FDY48;14,0;Low Fat;0.02371512;Baking Goods;1.038.332;OUT013;1987;High;Tier 3;Supermarket Type1;17430644
NCP29;8,4;Low Fat;0.112177581;Health and Hygiene;659.168;OUT013;1987;High;Tier 3;Supermarket Type1;958752
FDB60;9,3;low fat;0.04774013;Baking Goods;1.950.136;OUT010;1998;;Tier 3;Grocery Store;1944136
DRE60;9395,0;Low Fat;0.159304333;Soft Drinks;226.172;OUT035;2004;Small;Tier 2;Supermarket Type1;3848324
FDN51;17,9;Regular;0.020989308;Meat;2.607.936;OUT045;2002;;Tier 2;Supermarket Type1;46978848
DRE15;;Low Fat;0.01769927;Dairy;742.012;OUT027;1985;Medium;Tier 3;Supermarket Type3;12903204
DRG15;6,1;Low Fat;0;Dairy;601.536;OUT013;1987;High;Tier 3;Supermarket Type1;11025648
FDX55;;Low Fat;0.096658404;Fruits and Vegetables;2.169.166;OUT019;1985;Small;Tier 1;Grocery Store;2177166
FDC57;20,1;Regular;0.054816926;Fruits and Vegetables;194.282;OUT018;2009;Medium;Tier 3;Supermarket Type2;1544656
FDA25;16,5;Regular;0.068511103;Canned;103.699;OUT017;2007;;Tier 2;Supermarket Type1;1651184
NCK29;5615,0;Low Fat;0.12574524;Health and Hygiene;122.473;OUT035;2004;Small;Tier 2;Supermarket Type1;1354903
FDP48;7,5;Regular;0.044023213;Baking Goods;183.095;OUT046;1997;Small;Tier 1;Supermarket Type1;5493
FDP49;;Regular;0.068754395;Breakfast;545.614;OUT027;1985;Medium;Tier 3;Supermarket Type3;17131034
FDL38;13,8;Regular;0.024660202;Canned;874.172;OUT010;1998;;Tier 3;Grocery Store;1784344
FDZ21;17,6;Regular;0.039214444;Snack Foods;98.241;OUT035;2004;Small;Tier 2;Supermarket Type1;1931
FDQ44;20,5;Low Fat;0.036344721;Fruits and Vegetables;1.223.756;OUT017;2007;;Tier 2;Supermarket Type1;25446876
NCB42;11,8;LF;0.008554052;Health and Hygiene;1.169.492;OUT013;1987;High;Tier 3;Supermarket Type1;19694364
FDY15;;Regular;0.170000805;Dairy;155.963;OUT027;1985;Medium;Tier 3;Supermarket Type3;4537427
NCW05;20,3;Low Fat;0.148302815;Health and Hygiene;1.083.938;OUT049;1999;Medium;Tier 1;Supermarket Type1;27870388
FDR23;15,9;Low Fat;0.081914677;Breads;177.637;OUT049;1999;Medium;Tier 1;Supermarket Type1;3352303
FDO34;17,7;Low Fat;0.029914022;Snack Foods;1.662.816;OUT013;1987;High;Tier 3;Supermarket Type1;2516724
FDZ36;6035,0;Regular;0.065771344;Baking Goods;185.324;OUT035;2004;Small;Tier 2;Supermarket Type1;3728
FDX58;;Low Fat;0.043551753;Snack Foods;184.495;OUT027;1985;Medium;Tier 3;Supermarket Type3;7873085
NCJ18;12,4;Low Fat;0.163941937;Household;1.170.124;OUT046;1997;Small;Tier 1;Supermarket Type1;15406612
FDP22;14,7;Regular;0.099692906;Snack Foods;509.666;OUT017;2007;;Tier 2;Supermarket Type1;7177324
FDH57;10895,0;Low Fat;0.059834024;Fruits and Vegetables;1.335.284;OUT010;1998;;Tier 3;Grocery Store;2636568
DRF51;15,8;Low Fat;0.166174549;Dairy;374.506;OUT045;2002;;Tier 2;Supermarket Type1;10626168
FDD51;11,2;LF;0.119930029;Dairy;442.744;OUT035;2004;Small;Tier 2;Supermarket Type1;5885672
FDW04;8985,0;reg;0.057944376;Frozen Foods;131.531;OUT045;2002;;Tier 2;Supermarket Type1;1428141
FDZ21;17,6;Regular;0.065649353;Snack Foods;94.841;OUT010;1998;;Tier 3;Grocery Store;193082
NCJ30;;LF;0.080249973;Household;168.679;OUT027;1985;Medium;Tier 3;Supermarket Type3;4923591
FDO45;13,2;Regular;0.037952777;Snack Foods;895.856;OUT046;1997;Small;Tier 1;Supermarket Type1;14940552
FDE41;9195,0;Regular;0.064113698;Frozen Foods;865.566;OUT049;1999;Medium;Tier 1;Supermarket Type1;11837924
DRD13;;Low Fat;0.048841794;Soft Drinks;647.168;OUT027;1985;Medium;Tier 3;Supermarket Type3;30680064
NCC07;19,6;Low Fat;0.02394662;Household;1.069.964;OUT035;2004;Small;Tier 2;Supermarket Type1;17883388
FDE51;;Regular;0.096000183;Dairy;437.086;OUT027;1985;Medium;Tier 3;Supermarket Type3;12936494
NCG43;20,2;Low Fat;0.074177667;Household;932.462;OUT013;1987;High;Tier 3;Supermarket Type1;10180082
FDS59;;Regular;0.04368089;Breads;110.157;OUT027;1985;Medium;Tier 3;Supermarket Type3;2306997
FDV16;7,8;reg;0.083268523;Frozen Foods;329.558;OUT018;2009;Medium;Tier 3;Supermarket Type2;1018674
FDC03;8575,0;Regular;0.071832909;Dairy;1.941.794;OUT035;2004;Small;Tier 2;Supermarket Type1;33163498
FDV60;20,2;Regular;0;Baking Goods;197.211;OUT013;1987;High;Tier 3;Supermarket Type1;3535398
FDJ60;19,4;Regular;0.062625641;Baking Goods;1.653.184;OUT049;1999;Medium;Tier 1;Supermarket Type1;1651184
FDX20;7365,0;Low Fat;0.042646566;Fruits and Vegetables;225.172;OUT045;2002;;Tier 2;Supermarket Type1;452744
FDD17;7,5;Low Fat;0;Frozen Foods;2.377.906;OUT035;2004;Small;Tier 2;Supermarket Type1;1188453
FDD08;8,3;Low Fat;0.03555434;Fruits and Vegetables;374.506;OUT017;2007;;Tier 2;Supermarket Type1;7969626
FDX45;16,8;Low Fat;0.105068444;Snack Foods;156.663;OUT045;2002;;Tier 2;Supermarket Type1;2816334
FDM25;10695,0;Regular;0.060912865;Breakfast;1.738.712;OUT018;2009;Medium;Tier 3;Supermarket Type2;45700512
NCT42;5,9;Low Fat;0.02488732;Household;1.475.392;OUT046;1997;Small;Tier 1;Supermarket Type1;26845056
FDT02;12,6;Low Fat;0.024194731;Dairy;361.874;OUT046;1997;Small;Tier 1;Supermarket Type1;4234488
FDV34;10695,0;Regular;0.01141595;Snack Foods;740.038;OUT013;1987;High;Tier 3;Supermarket Type1;10346532
NCR41;17,9;Low Fat;0.018023997;Health and Hygiene;959.094;OUT046;1997;Small;Tier 1;Supermarket Type1;22850256
FDT31;19,8;Low Fat;0.012499004;Fruits and Vegetables;1.880.872;OUT018;2009;Medium;Tier 3;Supermarket Type2;24581336
FDF33;8,0;Low Fat;0.036045991;Seafood;1.075.596;OUT010;1998;;Tier 3;Grocery Store;4314384
NCU29;;Low Fat;0.044607722;Health and Hygiene;145.976;OUT019;1985;Small;Tier 1;Grocery Store;585904
NCB55;15,7;Low Fat;0.16098885;Household;578.562;OUT045;2002;;Tier 2;Supermarket Type1;6518182
NCU18;15,1;Low Fat;0.055793586;Household;1.397.496;OUT013;1987;High;Tier 3;Supermarket Type1;39521888
FDZ59;6,6;Regular;0.104445322;Baking Goods;167.25;OUT018;2009;Medium;Tier 3;Supermarket Type2;1831
NCI29;8,6;Low Fat;0.032687702;Health and Hygiene;1.409.154;OUT045;2002;;Tier 2;Supermarket Type1;11345232
FDL03;;Regular;0.026949463;Meat;197.711;OUT027;1985;Medium;Tier 3;Supermarket Type3;4910275
NCQ06;13,0;Low Fat;0.041909345;Household;2.550.014;OUT045;2002;;Tier 2;Supermarket Type1;58650322
FDY31;6,0;LF;0.04363058;Fruits and Vegetables;1.482.418;OUT049;1999;Medium;Tier 1;Supermarket Type1;16185598
DRI03;6,0;Low Fat;0;Dairy;1.751.028;OUT049;1999;Medium;Tier 1;Supermarket Type1;15939252
FDL38;13,8;Regular;0.014793124;Canned;885.172;OUT018;2009;Medium;Tier 3;Supermarket Type2;24088644
FDR37;;Regular;0.065928735;Breakfast;1.830.292;OUT027;1985;Medium;Tier 3;Supermarket Type3;8209314
FDT59;;Low Fat;0.01583438;Breads;2.285.668;OUT027;1985;Medium;Tier 3;Supermarket Type3;32251352
FDV28;16,1;Regular;0.159728395;Frozen Foods;343.558;OUT046;1997;Small;Tier 1;Supermarket Type1;2716464
NCX53;20,1;Low Fat;0.014925407;Health and Hygiene;1.434.154;OUT013;1987;High;Tier 3;Supermarket Type1;3545385
FDZ12;9,2;Low Fat;0.102893121;Baking Goods;141.947;OUT013;1987;High;Tier 3;Supermarket Type1;4008116
NCT05;10895,0;Low Fat;0.020951848;Health and Hygiene;2.553.672;OUT046;1997;Small;Tier 1;Supermarket Type1;7670016
FDW38;5325,0;Regular;0;Dairy;558.298;OUT035;2004;Small;Tier 2;Supermarket Type1;4853682
FDD33;12,9;Low Fat;0.108102606;Fruits and Vegetables;2.333.642;OUT013;1987;High;Tier 3;Supermarket Type1;39501914
FDV39;;Low Fat;0;Meat;1.968.426;OUT019;1985;Small;Tier 1;Grocery Store;5932278
DRE25;15,4;LF;0.073697713;Soft Drinks;91.912;OUT017;2007;;Tier 2;Supermarket Type1;559272
FDC59;16,7;reg;0.091437584;Starchy Foods;643.168;OUT010;1998;;Tier 3;Grocery Store;1278336
FDF58;13,3;Low Fat;0.009581155;Snack Foods;64.951;OUT046;1997;Small;Tier 1;Supermarket Type1;1644526
NCP50;;Low Fat;0.035997636;Others;786.618;OUT019;1985;Small;Tier 1;Grocery Store;805618
FDS33;6,7;Regular;0.12332588;Snack Foods;902.514;OUT013;1987;High;Tier 3;Supermarket Type1;9740654
FDP08;20,5;Regular;0.112584813;Fruits and Vegetables;1.920.478;OUT049;1999;Medium;Tier 1;Supermarket Type1;15499824
